store_name,order_date,order_total,delivery_platform,status
Jacksons Food Stores #59,2025-04-27 22:08:01.201000+00:00,7.98,DoorDash,completed
Atlantis Fresh Market #513,2025-04-27 22:05:32.116000+00:00,3.76,UberEats,completed
Rocket #4216,2025-04-27 22:04:54.812000+00:00,16.35,DoorDash,completed
Clipper Petroleum #1,2025-04-27 22:04:22.775000+00:00,3.49,UberEats,completed
Jacksons Food Stores #125,2025-04-27 22:02:36.854000+00:00,5.98,DoorDash,completed
Clipper Petroleum #47,2025-04-27 22:02:27.123000+00:00,17.65,DoorDash,completed
Cheers!,2025-04-27 22:01:48.874000+00:00,8.68,DoorDash,completed
Jacksons Food Stores #105,2025-04-27 22:01:11.461000+00:00,24.98,DoorDash,completed
Rocket #672,2025-04-27 22:00:19.221000+00:00,4.78,DoorDash,completed
Jacksons Food Stores #166,2025-04-27 21:59:16.552000+00:00,57.01,DoorDash,completed
Par Mar Stores - 166,2025-04-27 21:58:36.407000+00:00,19.77,UberEats,completed
Par Mar Stores - 69 (Athens Rd),2025-04-27 21:57:05.522000+00:00,6.98,DoorDash,completed
Jacksons Food Stores #118,2025-04-27 21:56:13.335000+00:00,24.18,DoorDash,completed
Par Mar Stores - 47 (East Pike),2025-04-27 21:54:34.776000+00:00,11.45,DoorDash,completed
Jacksons Food Stores #7,2025-04-27 21:54:02.505000+00:00,23.28,UberEats,completed
Cambridge Goose Creek & Subway,2025-04-27 21:54:01.180000+00:00,9.58,DoorDash,completed
Rocket #4243,2025-04-27 21:52:51.172000+00:00,16.16,DoorDash,completed
Circle K (118 Country Club Rd),2025-04-27 21:51:03.548000+00:00,3.5,UberEats,completed
Quick Track 66,2025-04-27 21:49:49.103000+00:00,7.28,DoorDash,completed
Par Mar Stores - 169,2025-04-27 21:49:43.088000+00:00,16.99,GrubHub,completed
Circle K (3601 Flat Shoals Rd),2025-04-27 21:49:31.712000+00:00,12.27,DoorDash,completed
Jacksons Food Stores #77,2025-04-27 21:49:24.536000+00:00,23.84,DoorDash,completed
Atlantis Fresh Market #30,2025-04-27 21:48:40.966000+00:00,6.52,UberEats,completed
Jacksons Food Stores #59,2025-04-27 21:46:38.019000+00:00,20.99,DoorDash,completed
Jacksons Food Stores #625,2025-04-27 21:45:19.940000+00:00,15.37,DoorDash,completed
Jacksons Food Stores #810,2025-04-27 21:45:11.759000+00:00,17.44,DoorDash,completed
Quick Track 66,2025-04-27 21:43:41.034000+00:00,6.57,UberEats,completed
Krispy Krunchy Chicken (909 Kings Hwy),2025-04-27 21:43:12.448000+00:00,9.48,DoorDash,completed
Quick Track 75,2025-04-27 21:43:05.932000+00:00,15.65,DoorDash,completed
Jacksons Food Stores #607,2025-04-27 21:40:28.870000+00:00,17.04,DoorDash,completed
Jacksons Food Stores (#516),2025-04-27 21:40:10.178000+00:00,8.76,DoorDash,completed
Energy Mart 1 - Four Seasons,2025-04-27 21:39:24.053000+00:00,4.48,DoorDash,completed
U-Stop Convenience Shop 21st & K,2025-04-27 21:38:35.138000+00:00,8.76,DoorDash,completed
Circle K (6357 Eastern Ave),2025-04-27 21:36:37.880000+00:00,2.18,UberEats,completed
Jacksons Food Stores #162,2025-04-27 21:35:57.609000+00:00,12.49,UberEats,completed
Circle K (2200 W Point Pkwy),2025-04-27 21:35:35.658000+00:00,17.53,GrubHub,cancelled
Rocket #5457,2025-04-27 21:35:27.384000+00:00,10.27,DoorDash,completed
Mak Convenience Marathon,2025-04-27 21:31:01.142000+00:00,1.79,DoorDash,cancelled
Rocket #514,2025-04-27 21:30:34.090000+00:00,15.98,DoorDash,completed
Jacksons Food Stores #51,2025-04-27 21:29:38.547000+00:00,12.95,UberEats,completed
Rocket #206,2025-04-27 21:28:41.874000+00:00,12.96,DoorDash,completed
Par Mar Stores - 6,2025-04-27 21:28:22.173000+00:00,26.0,GrubHub,completed
Clipper Petroleum #32,2025-04-27 21:26:18.705000+00:00,15.68,UberEats,completed
Chisholm Corner 19,2025-04-27 21:25:38.652000+00:00,9.18,DoorDash,completed
Clipper Petroleum #7,2025-04-27 21:25:27.673000+00:00,23.96,DoorDash,completed
Jacksons Food Stores #95,2025-04-27 21:24:57.412000+00:00,20.99,DoorDash,completed
Rocket #5686,2025-04-27 21:24:16.026000+00:00,2.69,DoorDash,completed
Circle K (909 Kings Hwy),2025-04-27 21:21:23.089000+00:00,13.99,UberEats,completed
Krispy Krunchy Chicken (2144 Corporate Center Dr),2025-04-27 21:20:39.001000+00:00,11.48,DoorDash,completed
Smoker's Express,2025-04-27 21:20:22.355000+00:00,7.77,DoorDash,cancelled
Jacksons Food Stores #61,2025-04-27 21:19:38.485000+00:00,23.83,DoorDash,completed
U-Stop Convenience Shop 17th & Q,2025-04-27 21:19:29.015000+00:00,31.43,DoorDash,completed
Circle K (6629 Jonesboro Rd),2025-04-27 21:19:17.785000+00:00,8.47,UberEats,completed
Jacksons Food Stores #166,2025-04-27 21:18:42.495000+00:00,11.97,DoorDash,completed
Jacksons Food Stores #198,2025-04-27 21:18:28.126000+00:00,10.95,DoorDash,completed
Jacksons Food Stores #144,2025-04-27 21:17:46.265000+00:00,5.29,DoorDash,completed
Rocket #6534,2025-04-27 21:17:12.919000+00:00,28.63,DoorDash,completed
Jacksons Food Stores (#537),2025-04-27 21:16:09.076000+00:00,14.67,DoorDash,completed
Jacksons Food Stores #198,2025-04-27 21:14:30.216000+00:00,11.97,DoorDash,completed
Circle K (Westinghouse),2025-04-27 21:12:58.972000+00:00,21.98,UberEats,completed
Burnham Grocers and Liquors,2025-04-27 21:11:58.289000+00:00,19.36,UberEats,completed
Circle K Carlsbad,2025-04-27 21:11:53.639000+00:00,15.05,DoorDash,completed
Sweet Peas #21,2025-04-27 21:11:25.031000+00:00,17.25,GrubHub,completed
Jacksons Food Stores #49,2025-04-27 21:11:17.106000+00:00,58.92,DoorDash,completed
Circle K (3565 Lower Wetumpka Rd),2025-04-27 21:10:06.128000+00:00,18.95,DoorDash,completed
Exxon Old Bridge,2025-04-27 21:09:53.456000+00:00,9.16,DoorDash,completed
Rocket #5500,2025-04-27 21:07:59.897000+00:00,8.77,DoorDash,completed
Coopers Chicken (Homedale),2025-04-27 21:07:48.118000+00:00,11.48,DoorDash,completed
Clipper Petroleum #47,2025-04-27 21:07:40.641000+00:00,9.57,DoorDash,completed
Sweet Peas #13,2025-04-27 21:07:32.153000+00:00,12.36,UberEats,completed
Atlantis Fresh Market #36,2025-04-27 21:07:26.854000+00:00,2.21,UberEats,completed
Kangaroo Express (1684 S College St),2025-04-27 21:06:27.442000+00:00,11.87,DoorDash,completed
Circle K - Main St,2025-04-27 21:03:37.684000+00:00,32.63,DoorDash,completed
Jacksons Food Stores #120,2025-04-27 21:03:14.384000+00:00,2.89,UberEats,completed
Covington Food Mart,2025-04-27 21:02:20.389000+00:00,17.55,UberEats,completed
Jacksons Food Stores #240,2025-04-27 21:02:01.621000+00:00,7.98,DoorDash,completed
Circle K (983 GA-124),2025-04-27 21:01:12.586000+00:00,8.48,UberEats,cancelled
Fastbreak Convenience Store - 97 Market,2025-04-27 21:01:04.637000+00:00,21.53,DoorDash,completed
Shell Quick Save,2025-04-27 21:00:49.658000+00:00,5.98,DoorDash,completed
Riverside Sunoco,2025-04-27 21:00:31.536000+00:00,2.81,UberEats,completed
U-Stop Convenience Shop 27th & Porter Ridge,2025-04-27 20:59:50.938000+00:00,17.06,DoorDash,completed
Rocket #5574,2025-04-27 20:57:11.862000+00:00,16.54,UberEats,completed
Jacksons Food Stores #81,2025-04-27 20:56:47.406000+00:00,11.46,DoorDash,completed
Quick Track - LaMa #76,2025-04-27 20:56:22.325000+00:00,7.78,DoorDash,completed
Circle K (1220 AR-35),2025-04-27 20:56:10.605000+00:00,13.6,UberEats,completed
Jacksons Food Stores #166,2025-04-27 20:55:09.799000+00:00,7.98,DoorDash,completed
Jacksons Food Stores #67,2025-04-27 20:53:03.751000+00:00,15.56,DoorDash,completed
Jacksons Food Stores #33,2025-04-27 20:52:47.702000+00:00,29.45,DoorDash,completed
U-Stop Convenience Shop 21st & K,2025-04-27 20:50:54.278000+00:00,1.79,DoorDash,completed
Circle K (8060 GA-85),2025-04-27 20:50:47.866000+00:00,5.48,DoorDash,completed
Lyons Liquors,2025-04-27 20:50:32.076000+00:00,30.98,UberEats,completed
Jacksons Food Stores #67,2025-04-27 20:48:09.885000+00:00,23.92,UberEats,completed
Big Boss Stores 11 - Partin Dr N,2025-04-27 20:48:05.344000+00:00,19.99,UberEats,completed
Dairy Queen (909 Kings Hwy),2025-04-27 20:47:54.757000+00:00,13.38,DoorDash,completed
Tiger Mart #15,2025-04-27 20:47:51.108000+00:00,2.29,UberEats,completed
U-Stop Convenience Shop 83rd & O,2025-04-27 20:47:47.029000+00:00,14.96,DoorDash,completed
Jacksons Food Stores #118,2025-04-27 20:45:42.682000+00:00,15.96,DoorDash,completed
Circle K Franchise (Oscar) - Bear Valley & 3rd,2025-04-27 20:45:11.368000+00:00,26.63,DoorDash,completed
Rocket #5703,2025-04-27 20:44:50.586000+00:00,13.48,DoorDash,completed
Jacksons Food Stores #28,2025-04-27 20:43:45.326000+00:00,29.94,UberEats,completed
Rotten Robbie #70,2025-04-27 20:43:03.750000+00:00,14.07,DoorDash,completed
164 Quick Stop,2025-04-27 20:42:43.917000+00:00,5.81,DoorDash,completed
Rocket #4208,2025-04-27 20:41:53.663000+00:00,11.97,DoorDash,completed
Jacksons Food Stores #2,2025-04-27 20:41:13.277000+00:00,11.88,UberEats,completed
Circle K (3400 Busbee Dr NW),2025-04-27 20:37:38.588000+00:00,20.54,UberEats,completed
Jacksons Food Stores #198,2025-04-27 20:36:52.703000+00:00,11.96,UberEats,completed
Rocket #5736,2025-04-27 20:36:15.066000+00:00,47.98,DoorDash,completed
Jacksons Food Stores #28,2025-04-27 20:36:11.889000+00:00,3.59,UberEats,completed
Rocket #7965,2025-04-27 20:34:59.442000+00:00,59.96,UberEats,completed
Jacksons Food Stores #18,2025-04-27 20:34:54.672000+00:00,5.18,DoorDash,completed
Circle K (1060 Plantation Blvd),2025-04-27 20:34:52.388000+00:00,9.98,UberEats,completed
Jacksons Food Stores #2,2025-04-27 20:34:12.421000+00:00,19.55,DoorDash,completed
Rocket #692,2025-04-27 20:33:03.763000+00:00,7.88,DoorDash,completed
Dairy Queen (909 Kings Hwy),2025-04-27 20:31:54.474000+00:00,12.78,GrubHub,completed
Double Kwik - 1072,2025-04-27 20:30:46.210000+00:00,9.57,DoorDash,completed
Jacksons Food Stores #625,2025-04-27 20:30:36.394000+00:00,7.98,DoorDash,completed
Rocket #21,2025-04-27 20:22:18.300000+00:00,11.95,DoorDash,completed
Chop Chop Convenience Kelly Square,2025-04-27 20:20:38.280000+00:00,12.93,DoorDash,completed
Circle K (6357 Eastern Ave),2025-04-27 20:19:07.497000+00:00,14.14,DoorDash,completed
Clipper Petroleum #57,2025-04-27 20:18:20.803000+00:00,16.97,UberEats,completed
Mixx Market 7 - McClellan Park Shell,2025-04-27 20:18:09.967000+00:00,7.57,DoorDash,completed
Jacksons Food Stores #615,2025-04-27 20:16:52.114000+00:00,8.79,DoorDash,completed
Jacksons Food Stores #35,2025-04-27 20:16:45.396000+00:00,22.23,DoorDash,completed
Jacksons Food Stores #63,2025-04-27 20:16:10.389000+00:00,19.86,DoorDash,completed
Circle K (Airport Road),2025-04-27 20:15:32.123000+00:00,2.49,UberEats,completed
Atlantis Fresh Market #20,2025-04-27 20:15:10.285000+00:00,31.92,UberEats,completed
Jacksons Food Stores #144,2025-04-27 20:14:56.584000+00:00,6.98,DoorDash,completed
Circle K (1176 Chattahoochee Ave NW),2025-04-27 20:14:39.021000+00:00,5.49,UberEats,cancelled
Clipper Petroleum #32,2025-04-27 20:10:18.473000+00:00,11.86,DoorDash,completed
Jacksons Food Stores #607,2025-04-27 20:09:42.326000+00:00,9.16,UberEats,completed
Shnack Pack #2,2025-04-27 20:09:27.746000+00:00,20.99,DoorDash,completed
Jacksons Food Stores #615,2025-04-27 20:09:14.131000+00:00,9.97,DoorDash,completed
Par Mar Stores - 176 (US Route 60),2025-04-27 20:08:50.631000+00:00,10.97,UberEats,denied
Circle K (IH 35),2025-04-27 20:08:50.327000+00:00,21.14,UberEats,completed
Jacksons Food Stores (#526),2025-04-27 20:07:51.461000+00:00,4.78,DoorDash,completed
Jacksons Food Stores #607,2025-04-27 20:07:22.390000+00:00,12.06,GrubHub,completed
Jacksons Food Stores (#547),2025-04-27 20:06:35.152000+00:00,14.57,DoorDash,completed
Gas Express (10251 Chantilly Pkwy),2025-04-27 20:05:32.116000+00:00,8.77,DoorDash,completed
Jacksons Food Stores #26,2025-04-27 20:05:08.579000+00:00,9.97,DoorDash,completed
Jacksons Food Stores #200,2025-04-27 20:03:54.456000+00:00,17.94,UberEats,completed
Jacksons Food Stores #28,2025-04-27 20:02:13.620000+00:00,8.28,UberEats,completed
Rotten Robbie #66,2025-04-27 20:01:54.881000+00:00,6.58,DoorDash,completed
Jacksons Food Stores #200,2025-04-27 20:00:44.657000+00:00,11.97,DoorDash,completed
U-Stop Convenience Shop Highlands,2025-04-27 19:58:27.499000+00:00,8.66,DoorDash,completed
Circle K (3285 McGinnis Ferry Rd),2025-04-27 19:58:17.819000+00:00,3.29,DoorDash,completed
Rocket #676,2025-04-27 19:57:13.817000+00:00,7.98,DoorDash,completed
Jacksons Food Stores #648,2025-04-27 19:57:11.041000+00:00,11.77,DoorDash,completed
Rotten Robbie #66,2025-04-27 19:57:07.942000+00:00,6.08,DoorDash,completed
Jacksons Food Stores #173,2025-04-27 19:57:05.347000+00:00,19.95,DoorDash,completed
Jacksons Food Stores #59,2025-04-27 19:56:07.331000+00:00,13.49,DoorDash,completed
Circle K (8060 GA-85),2025-04-27 19:55:31.349000+00:00,12.06,UberEats,completed
Rocket #4275,2025-04-27 19:55:21.770000+00:00,6.78,DoorDash,completed
Jacksons Food Stores #183,2025-04-27 19:53:17.379000+00:00,20.62,GrubHub,completed
Top Shelf,2025-04-27 19:52:47.621000+00:00,6.99,UberEats,completed
Jacksons Food Stores #54,2025-04-27 19:52:25.845000+00:00,19.95,DoorDash,completed
CFM 90 Penn Ave Weirton,2025-04-27 19:52:02.695000+00:00,2.36,DoorDash,completed
Coopers Chicken (Homedale),2025-04-27 19:50:31.171000+00:00,22.47,DoorDash,completed
Jacksons Food Stores #166,2025-04-27 19:47:39.580000+00:00,51.7,DoorDash,completed
Jacksons Food Stores #648,2025-04-27 19:47:30.329000+00:00,31.9,UberEats,completed
Rocket #7966,2025-04-27 19:43:24.667000+00:00,17.04,DoorDash,completed
Jacksons Food Stores #22,2025-04-27 19:42:51.493000+00:00,30.16,DoorDash,completed
Jacksons Food Stores #168,2025-04-27 19:42:08.375000+00:00,31.96,UberEats,completed
Jacksons Food Stores #633,2025-04-27 19:40:13.194000+00:00,8.18,DoorDash,completed
Rotten Robbie #46,2025-04-27 19:39:51.392000+00:00,8.98,DoorDash,completed
U-Stop Convenience Shop 83rd & O,2025-04-27 19:39:19.073000+00:00,4.98,DoorDash,completed
Wickliffe Clark,2025-04-27 19:39:07.519000+00:00,59.94,UberEats,completed
Jacksons Food Stores (#525),2025-04-27 19:38:30.901000+00:00,3.99,DoorDash,completed
Quick Track - LaMa #76,2025-04-27 19:38:25.009000+00:00,24.54,UberEats,completed
Rocket #251,2025-04-27 19:36:42.455000+00:00,6.78,DoorDash,completed
Jacksons Food Stores #28,2025-04-27 19:36:27.773000+00:00,5.98,DoorDash,completed
Jacksons Food Stores #59,2025-04-27 19:33:51.751000+00:00,26.48,DoorDash,completed
Jacksons Food Stores #169,2025-04-27 19:28:43.494000+00:00,25.74,GrubHub,completed
Don's Xpress Center Central,2025-04-27 19:28:29.151000+00:00,18.82,UberEats,completed
Rocket #5426,2025-04-27 19:26:46.781000+00:00,4.19,DoorDash,completed
Jacksons Food Stores #198,2025-04-27 19:26:02.730000+00:00,13.49,DoorDash,completed
Jacksons Food Stores #648,2025-04-27 19:25:16.120000+00:00,6.58,GrubHub,completed
Clipper Petroleum #1,2025-04-27 19:23:21.813000+00:00,17.06,UberEats,completed
Rotten Robbie #65,2025-04-27 19:22:17.724000+00:00,5.58,DoorDash,completed
Jacksons Food Stores #184,2025-04-27 19:20:58.983000+00:00,20.44,GrubHub,completed
Rocket #6546,2025-04-27 19:20:27.990000+00:00,16.17,DoorDash,denied
Jacksons Food Stores #18,2025-04-27 19:18:37.240000+00:00,4.49,DoorDash,completed
Energy Mart 11 - Black Mountain,2025-04-27 19:17:45.233000+00:00,4.98,UberEats,completed
Rocket #691,2025-04-27 19:15:56.453000+00:00,23.89,DoorDash,completed
Circle K (3601 Flat Shoals Rd),2025-04-27 19:14:59.954000+00:00,13.86,DoorDash,completed
Circle K (Airport Road),2025-04-27 19:13:46.280000+00:00,25.13,UberEats,completed
Jacksons Food Stores #148,2025-04-27 19:13:18.137000+00:00,10.67,DoorDash,completed
Chicken King (Aramex Restaurant),2025-04-27 19:10:18.317000+00:00,14.99,UberEats,completed
Jacksons Food Stores #810,2025-04-27 19:07:01.379000+00:00,23.33,GrubHub,completed
Jacksons Food Stores #63,2025-04-27 19:06:24.708000+00:00,9.48,DoorDash,completed
Rotten Robbie #40,2025-04-27 19:04:23.252000+00:00,10.65,DoorDash,completed
Rotten Robbie #40,2025-04-27 19:03:48.695000+00:00,10.87,DoorDash,completed
Quick Track 82,2025-04-27 19:01:59.294000+00:00,17.14,DoorDash,completed
Rocket #6543,2025-04-27 18:58:49.825000+00:00,16.17,DoorDash,cancelled
Chicken King (Aramex Restaurant),2025-04-27 18:58:41.959000+00:00,12.49,DoorDash,completed
Chicken King (Aramex Restaurant),2025-04-27 18:56:35.438000+00:00,29.98,UberEats,denied
Circle K (1220 AR-35),2025-04-27 18:55:31.140000+00:00,2.69,UberEats,completed
U-Stop Convenience Shop 17th & Q,2025-04-27 18:53:53.910000+00:00,11.65,DoorDash,completed
Wickliffe Clark,2025-04-27 18:50:08.327000+00:00,59.94,UberEats,completed
Jacksons Food Stores #149,2025-04-27 18:48:35.846000+00:00,27.57,DoorDash,completed
U-Stop Convenience Shop 56th & Old Cheney,2025-04-27 18:48:26.540000+00:00,25.11,DoorDash,completed
Sandri - Keene Sunoco,2025-04-27 18:47:57.181000+00:00,5.18,DoorDash,completed
Par Mar Stores - 107 (South Paint St),2025-04-27 18:47:20.031000+00:00,10.46,UberEats,completed
Rocket #5428,2025-04-27 18:47:10.411000+00:00,5.78,DoorDash,completed
Clipper Petroleum #55,2025-04-27 18:47:05.380000+00:00,16.45,DoorDash,completed
Jacksons Food Stores #73,2025-04-27 18:45:49.272000+00:00,11.97,DoorDash,completed
Jacksons Food Stores #26,2025-04-27 18:45:10.548000+00:00,23.74,DoorDash,completed
Jacksons Food Stores #119,2025-04-27 18:45:03.080000+00:00,31.96,DoorDash,completed
Big Bad BBQ (Washburn Chevron),2025-04-27 18:43:42.239000+00:00,13.57,DoorDash,completed
Rocket #5240,2025-04-27 18:41:40.523000+00:00,3.29,DoorDash,completed
Fastbreak Convenience Store - 97 Market,2025-04-27 18:41:38.837000+00:00,6.57,DoorDash,completed
Krispy Krunchy Chicken (2144 Corporate Center Dr),2025-04-27 18:39:04.537000+00:00,26.98,UberEats,completed
Jacksons Food Stores #73,2025-04-27 18:38:47.382000+00:00,11.97,DoorDash,completed
Jacksons Food Stores #607,2025-04-27 18:37:16.484000+00:00,13.77,DoorDash,completed
Jacksons Food Stores #73,2025-04-27 18:36:03.835000+00:00,18.48,DoorDash,completed
Rotten Robbie #68,2025-04-27 18:32:44.886000+00:00,3.29,DoorDash,completed
Rocket #5082,2025-04-27 18:32:41.306000+00:00,7.18,DoorDash,completed
Circle K - Main St,2025-04-27 18:31:40.342000+00:00,12.16,UberEats,completed
Rocket #5082,2025-04-27 18:31:18.727000+00:00,7.28,DoorDash,completed
Rocket #206,2025-04-27 18:29:55.540000+00:00,3.29,DoorDash,completed
Par Mar Stores - 75 (Beulah Road),2025-04-27 18:27:54.729000+00:00,16.85,GrubHub,denied
Jacksons Food Stores #160,2025-04-27 18:27:11.198000+00:00,15.96,DoorDash,completed
Double Kwik - 2051,2025-04-27 18:26:21.459000+00:00,2.99,DoorDash,completed
Street Corner Urban Market at The Banks,2025-04-27 18:24:04.181000+00:00,18.32,DoorDash,completed
Jacksons Food Stores #27,2025-04-27 18:23:36.123000+00:00,18.65,DoorDash,completed
Jacksons Food Stores #654,2025-04-27 18:23:15.790000+00:00,28.14,DoorDash,completed
Jacksons Food Stores #64,2025-04-27 18:20:36.690000+00:00,12.49,DoorDash,completed
Quick Track 82,2025-04-27 18:18:36.763000+00:00,24.47,UberEats,completed
Par Mar Stores - 107 (South Paint St),2025-04-27 18:17:47.850000+00:00,13.99,DoorDash,completed
Par Mar Stores - 203 (Freeport  Rd),2025-04-27 18:16:38.927000+00:00,11.97,DoorDash,completed
Circle K (3424 US-431),2025-04-27 18:12:04.790000+00:00,17.99,UberEats,completed
Clipper Petroleum #7,2025-04-27 18:12:02.694000+00:00,8.58,UberEats,completed
Chisholm Corner 19,2025-04-27 18:10:59.429000+00:00,32.7,DoorDash,completed
Circle K (3601 Flat Shoals Rd),2025-04-27 18:10:55.918000+00:00,29.81,UberEats,completed
Chisholm Corner 5,2025-04-27 18:09:05.795000+00:00,4.36,DoorDash,denied
Jacksons Food Stores #806,2025-04-27 18:08:59.066000+00:00,14.96,DoorDash,completed
Circle K (1896 Piedmont Rd NE),2025-04-27 18:07:58.101000+00:00,9.47,UberEats,completed
Jacksons Food Stores (#547),2025-04-27 18:06:54.519000+00:00,6.98,UberEats,completed
Jacksons Food Stores #51,2025-04-27 18:06:45.300000+00:00,3.99,DoorDash,completed
Jacksons Food Stores #809,2025-04-27 18:04:57.093000+00:00,18.99,DoorDash,completed
Jacksons Food Stores #26,2025-04-27 18:04:45.113000+00:00,11.37,DoorDash,completed
Jacksons Food Stores #51,2025-04-27 18:04:33.620000+00:00,25.23,DoorDash,completed
Jacksons Food Stores #53,2025-04-27 18:03:51.797000+00:00,12.49,UberEats,completed
Chisholm Corner 5,2025-04-27 18:02:47.744000+00:00,2.18,DoorDash,denied
Circle K Argyle,2025-04-27 18:02:11.850000+00:00,15.65,UberEats,completed
Kangaroo Express (1684 S College St),2025-04-27 18:00:28.717000+00:00,6.28,UberEats,completed
Moes 3 BP (Shaefer Hwy),2025-04-27 17:59:07.066000+00:00,7.57,UberEats,completed
Rocket #5269,2025-04-27 17:58:00.830000+00:00,5.58,DoorDash,completed
Jacksons Food Stores #166,2025-04-27 17:57:42.203000+00:00,12.88,GrubHub,completed
Jacksons Food Stores #166,2025-04-27 17:57:21.825000+00:00,12.66,UberEats,completed
Jacksons Food Stores #77,2025-04-27 17:56:08.385000+00:00,39.63,DoorDash,completed
Jacksons Food Stores #633,2025-04-27 17:55:39.286000+00:00,6.58,DoorDash,denied
Jacksons Food Stores #26,2025-04-27 17:54:53.156000+00:00,5.58,DoorDash,completed
Chop Chop Convenience Kelly Square,2025-04-27 17:53:06.107000+00:00,12.47,UberEats,completed
U-Stop Convenience Shop Highlands,2025-04-27 17:52:58.190000+00:00,13.24,UberEats,completed
Clipper Petroleum #40,2025-04-27 17:52:21.987000+00:00,7.77,DoorDash,completed
Jacksons Food Stores #60,2025-04-27 17:48:30.876000+00:00,31.47,DoorDash,completed
Rocket #204,2025-04-27 17:47:42.836000+00:00,4.99,DoorDash,completed
Rocket #5490,2025-04-27 17:47:05.935000+00:00,6.98,DoorDash,completed
Kangaroo Express (38507 Louisiana 30 W),2025-04-27 17:43:19.521000+00:00,3.49,DoorDash,completed
Quick Track 78,2025-04-27 17:43:12.932000+00:00,20.56,DoorDash,completed
Circle K (1896 Piedmont Rd NE),2025-04-27 17:41:20.869000+00:00,2.29,UberEats,completed
Rocket #4218,2025-04-27 17:40:07.772000+00:00,5.18,DoorDash,completed
Jacksons Food Stores #179,2025-04-27 17:39:19.997000+00:00,21.16,DoorDash,completed
Quick Track - LaMa #76,2025-04-27 17:38:17.448000+00:00,25.83,DoorDash,completed
Jacksons Food Stores #198,2025-04-27 17:37:44.400000+00:00,20.49,DoorDash,completed
Jacksons Food Stores #805,2025-04-27 17:37:13.133000+00:00,11.57,DoorDash,completed
Jacksons Food Stores #7,2025-04-27 17:36:27.509000+00:00,11.97,DoorDash,completed
Rocket #5402,2025-04-27 17:32:26.176000+00:00,21.66,DoorDash,completed
Par Mar Stores - 107 (South Paint St),2025-04-27 17:32:08.879000+00:00,5.58,UberEats,completed
Clipper Petroleum #57,2025-04-27 17:31:13.542000+00:00,14.35,UberEats,completed
Jacksons Food Stores #804,2025-04-27 17:30:26.860000+00:00,12.96,DoorDash,completed
Eagle Stores (Fairborn),2025-04-27 17:28:03.468000+00:00,46.97,UberEats,completed
Burnham Grocers and Liquors,2025-04-27 17:25:53.107000+00:00,35.62,UberEats,completed
Circle K (1945 GA Hwy 211),2025-04-27 17:25:42.862000+00:00,11.68,UberEats,completed
Energy Mart 3 - Brevard Rd,2025-04-27 17:25:02.306000+00:00,13.66,DoorDash,completed
Covington Food Mart,2025-04-27 17:24:58.039000+00:00,3.89,GrubHub,completed
Jacksons Food Stores #200,2025-04-27 17:23:48.059000+00:00,2.89,UberEats,completed
Circle K (3601 Flat Shoals Rd),2025-04-27 17:23:06.993000+00:00,12.16,UberEats,completed
Jacksons Food Stores (#514),2025-04-27 17:20:59.313000+00:00,14.07,DoorDash,completed
Circle K (3285 McGinnis Ferry Rd),2025-04-27 17:20:44.571000+00:00,11.94,UberEats,completed
U-Stop Convenience Shop 73rd & Pine Lake,2025-04-27 17:19:46.281000+00:00,3.29,DoorDash,completed
Jacksons Food Stores #59,2025-04-27 17:19:03.537000+00:00,15.96,DoorDash,completed
Quick Track 66,2025-04-27 17:18:42.404000+00:00,6.88,DoorDash,completed
Jacksons Food Stores #170,2025-04-27 17:18:33.485000+00:00,10.77,UberEats,completed
Circle K (Westinghouse),2025-04-27 17:17:49.105000+00:00,5.99,UberEats,completed
Chevron Food Mart - Buford,2025-04-27 17:17:32.634000+00:00,14.89,UberEats,cancelled
Jacksons Food Stores #2,2025-04-27 17:17:07.344000+00:00,2.29,UberEats,completed
Circle K (6629 Jonesboro Rd),2025-04-27 17:17:01.984000+00:00,9.18,UberEats,completed
Par Mar Stores - 108 (State Route 159),2025-04-27 17:15:43.662000+00:00,2.69,UberEats,cancelled
Jacksons Food Stores #120,2025-04-27 17:13:40.134000+00:00,30.98,DoorDash,completed
Jacksons Food Stores #34,2025-04-27 17:12:15.146000+00:00,16.49,DoorDash,completed
Quick Track 68,2025-04-27 17:10:49.191000+00:00,6.78,DoorDash,completed
Clipper Petroleum #49,2025-04-27 17:09:39.787000+00:00,2.99,UberEats,cancelled
Rocket #6536,2025-04-27 17:09:37.831000+00:00,18.76,DoorDash,completed
Circle K (1176 Chattahoochee Ave NW),2025-04-27 17:07:33.685000+00:00,2.79,UberEats,completed
Sweet Peas #17,2025-04-27 17:04:32.693000+00:00,3.08,UberEats,completed
Rocket #687,2025-04-27 17:04:23.550000+00:00,7.97,DoorDash,completed
Atlantis Fresh Market #560,2025-04-27 17:01:42.751000+00:00,13.86,UberEats,completed
Rotten Robbie #67,2025-04-27 16:58:57.076000+00:00,24.22,GrubHub,completed
Quickmart #3,2025-04-27 16:53:44.305000+00:00,8.13,DoorDash,completed
Quick Track - LaMa #76,2025-04-27 16:48:47.160000+00:00,3.69,DoorDash,completed
Jacksons Food Stores #633,2025-04-27 16:45:49.768000+00:00,18.74,DoorDash,completed
Jacksons Food Stores #633,2025-04-27 16:43:03.704000+00:00,12.36,DoorDash,completed
Jacksons Food Stores #7,2025-04-27 16:40:53.651000+00:00,14.99,DoorDash,completed
